Probe Set ID	Gene Symbol	Gene Title
A_23_P117662	HDC	histidine decarboxylase
A_33_P3306110	CALCRL	calcitonin receptor-like
A_33_P3329428	TTN	titin
A_23_P92120	SNTN	sentan, cilia apical structure protein
A_23_P53137	HBG1	hemoglobin, gamma A
A_24_P51118	MTAP	methylthioadenosine phosphorylase
A_24_P248240	SYT11	synaptotagmin XI
A_23_P31073	MYB	v-myb myeloblastosis viral oncogene homolog (avian)
A_33_P3277298	SYT6	synaptotagmin VI
A_23_P67042	MOCOS	molybdenum cofactor sulfurase
A_23_P84651	CNBP	CCHC-type zinc finger, nucleic acid binding protein
A_23_P81760	QKI	quaking homolog, KH domain RNA binding (mouse)
A_23_P120281	EDAR	ectodysplasin A receptor
A_23_P112596	ADK	adenosine kinase
A_23_P109143	PRNP	prion protein
A_33_P3409467	GCGR	glucagon receptor
A_23_P108734	ALLC	allantoicase
A_23_P251647	RFESD	Rieske (Fe-S) domain containing
A_23_P47410	ESAM	endothelial cell adhesion molecule
A_23_P102286	LHCGR	luteinizing hormone/choriogonadotropin receptor
A_23_P63190	NRAS	neuroblastoma RAS viral (v-ras) oncogene homolog
A_23_P36882	NTS	neurotensin
A_23_P155332	PCNP	PEST proteolytic signal containing nuclear protein
A_33_P3224710	TFEC	transcription factor EC
A_23_P85783	PHGDH	phosphoglycerate dehydrogenase
A_23_P117662	HDC	histidine decarboxylase
A_23_P28886	PCNA	proliferating cell nuclear antigen
A_23_P91619	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)
A_33_P3423027	NRL	neural retina leucine zipper
A_24_P913115	PTEN	phosphatase and tensin homolog
A_33_P3236109	OCA2	oculocutaneous albinism II
A_33_P3308481	HYMAI	hydatidiform mole associated and imprinted (non-protein coding)
A_24_P264207	PTMA	prothymosin, alpha
A_23_P213908	PHAX	phosphorylated adaptor for RNA export
A_33_P3379922	PROC	protein C (inactivator of coagulation factors Va and VIIIa)
A_23_P108734	ALLC	allantoicase
A_33_P3378689	WAC	WW domain containing adaptor with coiled-coil
A_32_P117170	NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D
A_23_P103361	LCK	lymphocyte-specific protein tyrosine kinase
A_32_P8402	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein
A_23_P19313	TBP	TATA box binding protein
A_23_P25674	CKB	creatine kinase, brain
A_33_P3343155	GNAQ	guanine nucleotide binding protein (G protein), q polypeptide
A_23_P136964	RPGR	retinitis pigmentosa GTPase regulator
A_23_P145437	PHIP	pleckstrin homology domain interacting protein
A_33_P3209162	APOC4	apolipoprotein C-IV
A_23_P118002	UQCRC2	ubiquinol-cytochrome c reductase core protein II
A_23_P98431	HMBS	hydroxymethylbilane synthase
A_33_P3394178	NHS	Nance-Horan syndrome (congenital cataracts and dental anomalies)
A_33_P3415913	IRGQ	immunity-related GTPase family, Q
A_24_P297888	MTAP	methylthioadenosine phosphorylase
A_24_P115990	AMHR2	anti-Mullerian hormone receptor, type II
A_23_P52017	ASPM	asp (abnormal spindle) homolog, microcephaly associated (Drosophila)
A_24_P40594	HOMEZ	homeobox and leucine zipper encoding
A_32_P151933	FECH	ferrochelatase (protoporphyria)
A_32_P28685	SNRPA1	small nuclear ribonucleoprotein polypeptide A'
A_33_P3411338	ENPEP	glutamyl aminopeptidase (aminopeptidase A)
A_23_P209678	PLEK	pleckstrin
A_33_P3334673	SNCAIP	synuclein, alpha interacting protein
A_23_P344531	SYNPO	synaptopodin
A_24_P527404	BMPR1A	bone morphogenetic protein receptor, type IA
A_23_P337875	PAQR3	progestin and adipoQ receptor family member III
A_23_P29248	TST	thiosulfate sulfurtransferase (rhodanese)
A_24_P385732	OSTalpha	organic solute transporter alpha
A_23_P103349	OCLM	oculomedin
A_23_P102172	CPO	carboxypeptidase O
A_24_P41801	LPA	lipoprotein, Lp(a)
A_33_P3213551	SHARPIN	SHANK-associated RH domain interactor
A_23_P10870	DOLK	dolichol kinase
A_32_P89827	LOC374491	TPTE and PTEN homologous inositol lipid phosphatase pseudogene
A_23_P117298	F7	coagulation factor VII (serum prothrombin conversion accelerator)
A_23_P80295	SYN3	synapsin III
A_24_P242820	TSN	translin
A_23_P64873	DCN	decorin
A_23_P103765	FCER1A	Fc fragment of IgE, high affinity I, receptor for; alpha polypeptide
A_33_P3338631	NRL	neural retina leucine zipper
A_23_P154235	NMI	N-myc (and STAT) interactor
A_23_P411814	OSTC	oligosaccharyltransferase complex subunit
A_23_P101131	GRP	gastrin-releasing peptide
A_23_P67042	MOCOS	molybdenum cofactor sulfurase
A_23_P253536	NPR3	natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C)
A_33_P3414669	RLIM	ring finger protein, LIM domain interacting
A_33_P3417626	ENHO	energy homeostasis associated
A_23_P73589	MSN	moesin
A_33_P3235856	RORB	RAR-related orphan receptor B
A_23_P381714	CA13	carbonic anhydrase XIII
A_33_P3221898	LOC339240	keratin pseudogene
A_23_P87049	SORL1	sortilin-related receptor, L(DLR class) A repeats-containing
A_33_P3342056	TIGIT	T cell immunoreceptor with Ig and ITIM domains
A_33_P3367247	CNTLN	centlein, centrosomal protein
A_23_P114934	MAEL	maelstrom homolog (Drosophila)
A_23_P10995	RBMS3	RNA binding motif, single stranded interacting protein
A_23_P359245	MET	met proto-oncogene (hepatocyte growth factor receptor)
A_23_P113184	FTO	fat mass and obesity associated
A_23_P117274	MIPEP	mitochondrial intermediate peptidase
A_24_P334640	PAQR8	progestin and adipoQ receptor family member VIII
A_24_P139901	GYPC	glycophorin C (Gerbich blood group)
A_23_P117157	SUCLA2	succinate-CoA ligase, ADP-forming, beta subunit
A_24_P289648	HFE	hemochromatosis
A_23_P115762	ECD	ecdysoneless homolog (Drosophila)
A_33_P3333488	HAGH	hydroxyacylglutathione hydrolase
A_33_P3406458	NANP	N-acetylneuraminic acid phosphatase
A_23_P126212	CLSPN	claspin homolog (Xenopus laevis)
A_23_P114084	PHEX	phosphate regulating endopeptidase homolog, X-linked
A_23_P96965	SYNC	syncoilin, intermediate filament protein
A_33_P3326643	OTOG	otogelin
A_23_P72627	HGS	hepatocyte growth factor-regulated tyrosine kinase substrate
A_23_P204304	PTPRO	protein tyrosine phosphatase, receptor type, O
A_32_P512061	GBAP	glucosidase, beta; acid, pseudogene
A_23_P98431	HMBS	hydroxymethylbilane synthase
A_24_P942805	PGP	phosphoglycolate phosphatase
A_23_P120822	UPB1	ureidopropionase, beta
A_23_P105862	FRY	furry homolog (Drosophila)
A_24_P237804	POTED	POTE ankyrin domain family, member D
A_23_P503182	ABR	active BCR-related gene
A_23_P353524	IVL	involucrin
A_23_P165783	MLPH	melanophilin
A_23_P158570	ACADSB	acyl-Coenzyme A dehydrogenase, short/branched chain
A_23_P135548	DPYD	dihydropyrimidine dehydrogenase
A_23_P106002	NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha
A_23_P133245	IK	IK cytokine, down-regulator of HLA II
A_23_P206830	Magmas	mitochondria-associated protein involved in granulocyte-macrophage colony-stimulating factor signal transduction
A_33_P3244194	PTPLB	protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b
A_24_P358554	BCAN	brevican
A_23_P205567	PRKCH	protein kinase C, eta
A_33_P3311285	LMNA	lamin A/C
A_24_P115529	LOC51145	erythrocyte transmembrane protein
A_23_P70213	APC	adenomatous polyposis coli
A_23_P120982	PKDREJ	polycystic kidney disease (polycystin) and REJ homolog (sperm receptor for egg jelly homolog, sea urchin)
A_23_P117068	SNRPF	small nuclear ribonucleoprotein polypeptide F
A_24_P399888	CENPM	centromere protein M
A_23_P105862	FRY	furry homolog (Drosophila)
A_23_P106002	NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha
A_23_P100642	PNMT	phenylethanolamine N-methyltransferase
A_23_P15714	NSF	N-ethylmaleimide-sensitive factor
A_33_P3214586	ARTN	artemin
A_23_P110288	GSTCD	glutathione S-transferase, C-terminal domain containing
A_33_P3336720	HAMP	hepcidin antimicrobial peptide
A_33_P3360997	TH	tyrosine hydroxylase
A_23_P119102	VASP	vasodilator-stimulated phosphoprotein
A_23_P3532	LITAF	lipopolysaccharide-induced TNF factor
A_23_P141459	GIP	gastric inhibitory polypeptide
A_23_P376591	CLYBL	citrate lyase beta like
A_24_P261750	KERA	keratocan
A_23_P329835	UTY	ubiquitously transcribed tetratricopeptide repeat gene, Y-linked
A_33_P3725227	COBL	cordon-bleu homolog (mouse)
A_23_P103361	LCK	lymphocyte-specific protein tyrosine kinase
A_24_P184555	PXN	paxillin
A_23_P94879	F2	coagulation factor II (thrombin)
A_33_P3250278	AGXT	alanine-glyoxylate aminotransferase
A_23_P887	IKBKE	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon
A_23_P253791	CAMP	cathelicidin antimicrobial peptide
A_23_P110531	FST	follistatin
A_23_P67042	MOCOS	molybdenum cofactor sulfurase
A_23_P61050	MLKL	mixed lineage kinase domain-like
A_23_P9255	SYK	spleen tyrosine kinase
A_33_P3299285	FCRLB	Fc receptor-like B
A_23_P110802	CENPH	centromere protein H
A_23_P46928	PFKP	phosphofructokinase, platelet
A_33_P3305288	PAQR9	progestin and adipoQ receptor family member IX
A_23_P425304	SUFU	suppressor of fused homolog (Drosophila)
A_23_P115346	LGTN	ligatin
A_33_P3341686	XIST	X (inactive)-specific transcript (non-protein coding)
A_23_P135486	AHSP	alpha hemoglobin stabilizing protein
A_23_P425502	DONSON	downstream neighbor of SON
A_23_P105562	VWF	von Willebrand factor
A_24_P597190	LOC100133050	glucuronidase, beta pseudogene
A_33_P3396692	SSR1	signal sequence receptor, alpha
A_23_P25835	FNTB	farnesyltransferase, CAAX box, beta
A_23_P125588	TNMD	tenomodulin
A_23_P367899	EPOR	erythropoietin receptor
A_23_P11214	NKRF	NFKB repressing factor
A_23_P28707	OGFR	opioid growth factor receptor
A_23_P137157	RENBP	renin binding protein
A_23_P80773	SRPRB	signal recognition particle receptor, B subunit
A_23_P118002	UQCRC2	ubiquinol-cytochrome c reductase core protein II
A_23_P105833	BIVM	basic, immunoglobulin-like variable motif containing
A_32_P187571	SCN2B	sodium channel, voltage-gated, type II, beta
A_23_P104689	RELA	v-rel reticuloendotheliosis viral oncogene homolog A (avian)
A_23_P153026	GAA	glucosidase, alpha; acid
A_23_P129665	ITGAD	integrin, alpha D
A_24_P349743	RPSA	ribosomal protein SA
A_23_P100141	UNKL	unkempt homolog (Drosophila)-like
A_23_P56249	TBCB	tubulin folding cofactor B
A_33_P3344579	DLD	dihydrolipoamide dehydrogenase
A_33_P3215550	LIPJ	lipase, family member J
A_33_P3244424	SNRPE	small nuclear ribonucleoprotein polypeptide E
A_23_P40956	GHRL	ghrelin/obestatin prepropeptide
A_24_P42436	RICS	Rho GTPase-activating protein
A_32_P174908	WAPAL	wings apart-like homolog (Drosophila)
A_24_P72394	RBAK	RB-associated KRAB zinc finger
A_23_P102542	AFTPH	aftiphilin
A_23_P113111	AR	androgen receptor
A_24_P402080	MBP	myelin basic protein
A_33_P3357678	LCTL	lactase-like
A_23_P102017	ERMN	ermin, ERM-like protein
A_23_P250813	WRN	Werner syndrome, RecQ helicase-like
A_24_P233488	LIF	leukemia inhibitory factor (cholinergic differentiation factor)
A_23_P29684	VILL	villin-like
A_23_P71926	PRKACG	protein kinase, cAMP-dependent, catalytic, gamma
A_33_P3300893	MADD	MAP-kinase activating death domain
A_23_P103672	NES	nestin
A_33_P3311618	RABGGTB	Rab geranylgeranyltransferase, beta subunit
A_24_P33156	AFMID	arylformamidase
A_33_P3261710	LOC100130017	ferritin, light polypeptide pseudogene
A_23_P53137	HBG1	hemoglobin, gamma A
A_23_P159039	SCRIB	scribbled homolog (Drosophila)
A_23_P70007	HMMR	hyaluronan-mediated motility receptor (RHAMM)
A_23_P114155	GPKOW	G patch domain and KOW motifs
A_23_P77043	CATSPERB	cation channel, sperm-associated, beta
A_23_P103361	LCK	lymphocyte-specific protein tyrosine kinase
A_23_P120364	PPDPF	pancreatic progenitor cell differentiation and proliferation factor homolog (zebrafish)
A_33_P3236082	NSDHL	NAD(P) dependent steroid dehydrogenase-like
A_33_P3254331	CTRC	chymotrypsin C (caldecrin)
A_23_P161686	RICS	Rho GTPase-activating protein
A_33_P3394489	LOC100144603	hypothetical transcript
A_33_P3210875	ATP7A	ATPase, Cu++ transporting, alpha polypeptide
A_32_P901770	ESPN	espin
A_23_P10291	CTSE	cathepsin E
A_23_P107132	RCVRN	recoverin
A_23_P119102	VASP	vasodilator-stimulated phosphoprotein
A_23_P117662	HDC	histidine decarboxylase
A_33_P3363674	NFYC	nuclear transcription factor Y, gamma
A_23_P103110	MAFF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
A_23_P19590	EZR	ezrin
A_23_P259442	CPE	carboxypeptidase E
A_23_P157963	CNTLN	centlein, centrosomal protein
A_23_P48561	EFS	embryonal Fyn-associated substrate
A_24_P312189	MEPCE	methylphosphate capping enzyme
A_23_P6201	LIPI	lipase, member I
A_23_P108376	THADA	thyroid adenoma associated
A_23_P67042	MOCOS	molybdenum cofactor sulfurase
A_23_P9255	SYK	spleen tyrosine kinase
A_24_P148151	TSNAX	translin-associated factor X
A_23_P52986	VWCE	von Willebrand factor C and EGF domains
A_23_P117068	SNRPF	small nuclear ribonucleoprotein polypeptide F
A_23_P200741	DPT	dermatopontin
A_33_P3370707	CRX	cone-rod homeobox
A_23_P19030	ARSI	arylsulfatase family, member I
A_23_P373598	MAFK	v-maf musculoaponeurotic fibrosarcoma oncogene homolog K (avian)
A_33_P3316800	AHR	aryl hydrocarbon receptor
A_23_P201022	PKLR	pyruvate kinase, liver and RBC
A_23_P4754	CLPP	ClpP caseinolytic peptidase, ATP-dependent, proteolytic subunit homolog (E. coli)
A_23_P116765	LALBA	lactalbumin, alpha-
A_23_P108699	FSHR	follicle stimulating hormone receptor
A_23_P121459	THPO	thrombopoietin
A_23_P46879	PNLIP	pancreatic lipase
A_23_P52738	DCPS	decapping enzyme, scavenger
A_24_P402415	SYT14	synaptotagmin XIV
A_23_P103361	LCK	lymphocyte-specific protein tyrosine kinase
A_33_P3239214	TYR	tyrosinase (oculocutaneous albinism IA)
A_24_P53241	MYOCD	myocardin
A_23_P114084	PHEX	phosphate regulating endopeptidase homolog, X-linked
A_23_P98085	PTEN	phosphatase and tensin homolog
A_33_P3244013	NEBL	nebulette
A_23_P328836	LCOR	ligand dependent nuclear receptor corepressor
A_23_P82868	PLAT	plasminogen activator, tissue
A_33_P3244931	DBI	diazepam binding inhibitor (GABA receptor modulator, acyl-Coenzyme A binding protein)
A_24_P58331	DCAKD	dephospho-CoA kinase domain containing
A_23_P117068	SNRPF	small nuclear ribonucleoprotein polypeptide F
A_24_P397817	LEP	leptin
A_23_P83599	PRKAR1B	protein kinase, cAMP-dependent, regulatory, type I, beta
A_33_P3326235	HBM	hemoglobin, mu
A_23_P110851	TERT	telomerase reverse transcriptase
A_32_P44568	LDHA	lactate dehydrogenase A
A_23_P370544	ANKAR	ankyrin and armadillo repeat containing
A_23_P250813	WRN	Werner syndrome, RecQ helicase-like
A_24_P122137	LIF	leukemia inhibitory factor (cholinergic differentiation factor)
A_23_P164148	MLX	MAX-like protein X
A_23_P215790	EGFR	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)
A_23_P316064	ZACN	zinc activated ligand-gated ion channel
A_23_P120227	LBH	limb bud and heart development homolog (mouse)
A_23_P101683	CLC	Charcot-Leyden crystal protein
A_23_P346884	RBPJL	recombination signal binding protein for immunoglobulin kappa J region-like
A_33_P3269636	SBSN	suprabasin
A_33_P3382351	RNASEK	ribonuclease, RNase K
A_23_P122815	CALU	calumenin
A_24_P82493	DCAKD	dephospho-CoA kinase domain containing
A_23_P166306	CBS	cystathionine-beta-synthase
A_24_P399630	PRKACA	protein kinase, cAMP-dependent, catalytic, alpha
A_23_P4096	CA4	carbonic anhydrase IV
A_23_P159663	UXT	ubiquitously-expressed transcript
A_23_P215956	MYC	v-myc myelocytomatosis viral oncogene homolog (avian)
A_23_P51039	INHA	inhibin, alpha
A_23_P123596	GLDC	glycine dehydrogenase (decarboxylating)
A_33_P3389008	GHITM	growth hormone inducible transmembrane protein
A_23_P87011	TAGLN	transgelin
A_23_P10559	AATK	apoptosis-associated tyrosine kinase
A_23_P2423	MAGOHB	mago-nashi homolog B (Drosophila)
A_24_P317874	KIN	KIN, antigenic determinant of recA protein homolog (mouse)
A_33_P3243264	DNLZ	DNL-type zinc finger
A_33_P3329108	MTAP	methylthioadenosine phosphorylase
A_23_P91619	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)
A_23_P122924	INHBA	inhibin, beta A
A_23_P28886	PCNA	proliferating cell nuclear antigen
A_32_P118372	INTU	inturned planar cell polarity effector homolog (Drosophila)
A_23_P202708	MADD	MAP-kinase activating death domain
A_23_P1615	FIBP	fibroblast growth factor (acidic) intracellular binding protein
A_23_P121356	BBX	bobby sox homolog (Drosophila)
A_23_P305507	TOP1	topoisomerase (DNA) I
A_23_P41314	F11	coagulation factor XI
A_23_P108699	FSHR	follicle stimulating hormone receptor
A_32_P5251	RARA	retinoic acid receptor, alpha
A_23_P9582	TUFM	Tu translation elongation factor, mitochondrial
A_33_P3311056	SDHA	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)
A_23_P76731	RAGE	renal tumor antigen
A_23_P151159	TCHP	trichoplein, keratin filament binding
A_23_P151294	IFNG	interferon, gamma
A_33_P3212575	NNAT	neuronatin
A_23_P118571	SOST	sclerosteosis
A_24_P794458	MOBP	myelin-associated oligodendrocyte basic protein
A_33_P3358403	DNLZ	DNL-type zinc finger
A_33_P3234849	UTRN	utrophin
A_23_P120227	LBH	limb bud and heart development homolog (mouse)
A_23_P97112	SELE	selectin E
A_23_P117298	F7	coagulation factor VII (serum prothrombin conversion accelerator)
A_24_P940803	SELI	selenoprotein I
A_23_P252062	PPARG	peroxisome proliferator-activated receptor gamma
A_33_P3335451	PARL	presenilin associated, rhomboid-like
A_33_P3297853	AKNA	AT-hook transcription factor
A_23_P114883	FMOD	fibromodulin
A_24_P889720	UBC	ubiquitin C
A_33_P3337267	NRARP	NOTCH-regulated ankyrin repeat protein
A_23_P122815	CALU	calumenin
A_23_P148737	MYBPH	myosin binding protein H
A_24_P136683	CA5BP	carbonic anhydrase VB pseudogene
A_23_P120281	EDAR	ectodysplasin A receptor
A_24_P510357	LOC100293440	similar to Ig lambda chain
A_24_P344961	AMOT	angiomotin
A_23_P51690	RHBG	Rh family, B glycoprotein (gene/pseudogene)
A_23_P20752	CCRK	cell cycle related kinase
A_23_P110473	NAIP	NLR family, apoptosis inhibitory protein
A_33_P3290672	SELT	selenoprotein T
A_33_P3261803	FAAH	fatty acid amide hydrolase
A_32_P302205	SI	sucrase-isomaltase (alpha-glucosidase)
A_23_P149064	PTPRU	protein tyrosine phosphatase, receptor type, U
A_33_P3318288	CFH	complement factor H
A_23_P28869	PTPRA	protein tyrosine phosphatase, receptor type, A
A_24_P12059	GYPA	glycophorin A (MNS blood group)
A_23_P15829	TOP3A	topoisomerase (DNA) III alpha
A_23_P358995	IBTK	inhibitor of Bruton agammaglobulinemia tyrosine kinase
A_33_P3320082	NFIB	nuclear factor I/B
A_23_P331670	PYGB	phosphorylase, glycogen; brain
A_33_P3214899	SYT2	synaptotagmin II
A_23_P108948	MREG	melanoregulin
A_23_P114934	MAEL	maelstrom homolog (Drosophila)
A_23_P98183	HRAS	v-Ha-ras Harvey rat sarcoma viral oncogene homolog
A_24_P364087	SERGEF	secretion regulating guanine nucleotide exchange factor
A_23_P257043	GEM	GTP binding protein overexpressed in skeletal muscle
A_33_P3281795	MGLL	monoglyceride lipase
A_23_P108699	FSHR	follicle stimulating hormone receptor
A_23_P92202	GMPPB	GDP-mannose pyrophosphorylase B
A_23_P103932	FGR	Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog
A_23_P113634	CBFB	core-binding factor, beta subunit
A_24_P285623	DGUOK	deoxyguanosine kinase
A_23_P67042	MOCOS	molybdenum cofactor sulfurase
A_23_P100074	AVEN	apoptosis, caspase activation inhibitor
A_33_P3422923	MYADML	myeloid-associated differentiation marker-like
A_33_P3232319	LOC401387	leucine-rich repeat and death domain-containing protein
A_23_P300740	NPB	neuropeptide B
A_23_P78888	FBL	fibrillarin
A_23_P117157	SUCLA2	succinate-CoA ligase, ADP-forming, beta subunit
A_33_P3296333	NTM	neurotrimin
A_24_P257108	TANK	TRAF family member-associated NFKB activator
A_23_P42335	FANCE	Fanconi anemia, complementation group E
A_33_P3309561	PTPRJ	protein tyrosine phosphatase, receptor type, J
A_23_P114155	GPKOW	G patch domain and KOW motifs
A_23_P217339	PRKX	protein kinase, X-linked
A_23_P109143	PRNP	prion protein
A_23_P108376	THADA	thyroid adenoma associated
A_23_P53137	HBG1	hemoglobin, gamma A
A_24_P578571	GFRAL	GDNF family receptor alpha like
A_23_P168669	CROT	carnitine O-octanoyltransferase
A_23_P112596	ADK	adenosine kinase
A_32_P834166	LOC100128843	similar to DNA polymerase epsilon catalytic subunit protein
A_33_P3338335	MIDN	midnolin
A_23_P102017	ERMN	ermin, ERM-like protein
A_33_P3301514	NRCAM	neuronal cell adhesion molecule
A_23_P202683	MUPCDH	mucin-like protocadherin
A_23_P255663	MANEA	mannosidase, endo-alpha
A_23_P110473	NAIP	NLR family, apoptosis inhibitory protein
A_23_P334608	GUSB	glucuronidase, beta
A_23_P110811	COX7C	cytochrome c oxidase subunit VIIc
A_33_P3215078	CS	citrate synthase
A_23_P152583	ENGASE	endo-beta-N-acetylglucosaminidase
A_24_P114183	FDPS	farnesyl diphosphate synthase (farnesyl pyrophosphate synthetase, dimethylallyltranstransferase, geranyltranstransferase)
A_24_P273666	GNAS	GNAS complex locus
A_23_P210330	HSPC159	galectin-related protein
A_23_P500328	DCX	doublecortin
A_33_P3358213	PADI6	peptidyl arginine deiminase, type VI
A_23_P165380	CRYGA	crystallin, gamma A
A_23_P88522	NMB	neuromedin B
A_23_P111481	SRRT	serrate RNA effector molecule homolog (Arabidopsis)
A_23_P255298	HHATL	hedgehog acyltransferase-like
A_23_P121356	BBX	bobby sox homolog (Drosophila)
A_24_P330633	TAT	tyrosine aminotransferase
A_33_P3364240	PAEP	progestagen-associated endometrial protein
A_33_P3379463	LYPLA2	lysophospholipase II
A_23_P85265	SRY	sex determining region Y
A_23_P111487	SRRT	serrate RNA effector molecule homolog (Arabidopsis)
A_33_P3365586	VAPB	VAMP (vesicle-associated membrane protein)-associated protein B and C
A_23_P120982	PKDREJ	polycystic kidney disease (polycystin) and REJ homolog (sperm receptor for egg jelly homolog, sea urchin)
A_23_P102172	CPO	carboxypeptidase O
A_23_P108376	THADA	thyroid adenoma associated
A_23_P203023	RDX	radixin
A_23_P62276	NKAP	NFKB activating protein
A_23_P118002	UQCRC2	ubiquinol-cytochrome c reductase core protein II
A_24_P30923	SNN	stannin
A_33_P3215178	PIGQ	phosphatidylinositol glycan anchor biosynthesis, class Q
A_23_P414308	FLCN	folliculin
A_33_P3320643	GDEP	gene differentially expressed in prostate
A_33_P3299510	SCXA	scleraxis homolog A (mouse)
A_23_P254888	ZYX	zyxin
A_24_P397817	LEP	leptin
A_23_P10995	RBMS3	RNA binding motif, single stranded interacting protein
A_23_P122924	INHBA	inhibin, beta A
A_33_P3338733	MITF	microphthalmia-associated transcription factor
A_33_P3307207	PRHOXNB	parahox cluster neighbor
A_33_P3312519	KPRP	keratinocyte proline-rich protein
A_23_P113701	PDGFA	platelet-derived growth factor alpha polypeptide
A_24_P363100	RGMB	RGM domain family, member B
A_23_P71644	FANCG	Fanconi anemia, complementation group G
A_23_P70213	APC	adenomatous polyposis coli
A_23_P100141	UNKL	unkempt homolog (Drosophila)-like
A_23_P103720	AGMAT	agmatine ureohydrolase (agmatinase)
A_33_P3349702	LOC400927	TPTE and PTEN homologous inositol lipid phosphatase pseudogene			
A_23_P2317	DDN	dendrin
A_23_P78353	MEP1B	meprin A, beta
A_23_P44166	DCXR	dicarbonyl/L-xylulose reductase
A_33_P3475906	LOC100130331	actin, gamma-like
A_23_P115137	HBXIP	hepatitis B virus x interacting protein
A_23_P110531	FST	follistatin
A_23_P105066	ILK	integrin-linked kinase
A_33_P3595369	RGR	retinal G protein coupled receptor
A_33_P3366859	BAGE	B melanoma antigen
A_33_P3286278	GRN	granulin
A_23_P56328	PLVAP	plasmalemma vesicle associated protein
A_23_P70328	CENPQ	centromere protein Q
A_32_P177024	SBDS	Shwachman-Bodian-Diamond syndrome
A_23_P112061	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase
A_23_P53137	HBG1	hemoglobin, gamma A
A_33_P3213155	psiTPTE22	TPTE pseudogene
A_33_P3256987	LOC168474	selenophosphate synthetase pseudogene
A_33_P3255914	MYLIP	myosin regulatory light chain interacting protein
A_23_P104438	MYPN	myopalladin
A_24_P413884	CENPA	centromere protein A
A_33_P3246663	hCG_1776018	phosphoinositide-interacting regulator of transient receptor potential channels
A_23_P117727	MTFMT	mitochondrial methionyl-tRNA formyltransferase
A_23_P37545	AAGAB	alpha- and gamma-adaptin binding protein
A_32_P49844	RHOQ	ras homolog gene family, member Q
A_33_P3362915	GYPB	glycophorin B (MNS blood group)
A_23_P112596	ADK	adenosine kinase
A_23_P102542	AFTPH	aftiphilin
A_33_P3329984	GGN	gametogenetin
A_24_P83586	MMACHC	methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria
A_23_P111481	SRRT	serrate RNA effector molecule homolog (Arabidopsis)
A_23_P258340	PPIA	peptidylprolyl isomerase A (cyclophilin A)
A_24_P358084	LOC729978	nuclear pore complex interacting protein pseudogene
A_23_P62377	PNCK	pregnancy up-regulated non-ubiquitously expressed CaM kinase
A_23_P46819	BTRC	beta-transducin repeat containing
A_33_P3212615	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)
A_24_P303145	ANKH	ankylosis, progressive homolog (mouse)
A_33_P3367201	MMAB	methylmalonic aciduria (cobalamin deficiency) cblB type
A_24_P174503	AMT	aminomethyltransferase
A_23_P79360	NOSTRIN	nitric oxide synthase trafficker
A_32_P168464	CASK	calcium/calmodulin-dependent serine protein kinase (MAGUK family)
A_23_P102083	BOLL	bol, boule-like (Drosophila)
A_33_P3275801	DES	desmin
A_23_P359245	MET	met proto-oncogene (hepatocyte growth factor receptor)
A_23_P35916	ATM	ataxia telangiectasia mutated
A_23_P131785	BPI	bactericidal/permeability-increasing protein
A_33_P3303748	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit
A_33_P3340624	LOC100130065	similar to D-dopachrome tautomerase			
A_23_P16469	PLAUR	plasminogen activator, urokinase receptor
A_23_P502142	FYN	FYN oncogene related to SRC, FGR, YES
A_24_P63262	RPN1	ribophorin I
A_23_P105066	ILK	integrin-linked kinase
A_33_P3318771	CALCA	calcitonin-related polypeptide alpha
A_33_P3303444	AFM	afamin
A_23_P152605	GSDMA	gasdermin A
A_24_P140391	PIGY	phosphatidylinositol glycan anchor biosynthesis, class Y
A_23_P165180	RFXANK	regulatory factor X-associated ankyrin-containing protein
A_23_P10305	CTPS2	CTP synthase II
A_33_P3263533	SCN1A	sodium channel, voltage-gated, type I, alpha subunit
A_23_P251499	PCOLCE	procollagen C-endopeptidase enhancer
A_23_P25706	CLMN	calmin (calponin-like, transmembrane)
A_23_P41344	EREG	epiregulin
A_23_P67391	KPTN	kaptin (actin binding protein)
A_23_P502142	FYN	FYN oncogene related to SRC, FGR, YES
A_24_P260101	MME	membrane metallo-endopeptidase
A_33_P3330125	DIABLO	diablo homolog (Drosophila)
